STORE_CODE,ITEM_CODE,ITEM_NAME,SALES_PRICE,DISC_PRICE,DIVISION,DEPARTMENT,CLASS,SUBCLASS,PROMO_START_DATE,PROMO_END_DATE
084,101002007974                  ,KITKAT CHOCOLATE 4F 35GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,15000,0,01-FOOD                                                                                             ,001-CONFECTIONARY                                                                                   ,02-001-CHOCOLATE                                                                                                                                                                                        ,02-02-001-CHOCOLATE BLOCK                                                                                                                                                                               ,        ,        
084,101002008209                  ,CADBURY BLACKFOREST 62GR/57GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,25000,0,01-FOOD                                                                                             ,001-CONFECTIONARY                                                                                   ,02-001-CHOCOLATE                                                                                                                                                                                        ,02-02-001-CHOCOLATE BLOCK                                                                                                                                                                               ,        ,        
084,101002054271                  ,SACRED CACAO THE GOOD OLD CLAS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,93500,0,01-FOOD                                                                                             ,001-CONFECTIONARY                                                                                   ,02-001-CHOCOLATE                                                                                                                                                                                        ,01-02-001-CHOCOLATE CANDY                                                                                                                                                                               ,        ,        
084,101002055437                  ,SACRED CACAO HAZELNUT BUTTER 5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,93500,0,01-FOOD                                                                                             ,001-CONFECTIONARY                                                                                   ,02-001-CHOCOLATE                                                                                                                                                                                        ,01-02-001-CHOCOLATE CANDY                                                                                                                                                                               ,        ,        
084,101002062049                  ,SACRED CACAO 75% DARK & NIBS 5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,93500,0,01-FOOD                                                                                             ,001-CONFECTIONARY                                                                                   ,02-001-CHOCOLATE                                                                                                                                                                                        ,01-02-001-CHOCOLATE CANDY                                                                                                                                                                               ,        ,        
084,101002068903                  ,XYLITOL COOL MINT 58GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,22000,0,01-FOOD                                                                                             ,001-CONFECTIONARY                                                                                   ,01-001-CANDY                                                                                                                                                                                            ,04-01-001-CHEWING GUM                                                                                                                                                                                   ,        ,        
084,101002074918                  ,DARK WONDER 47% SMOOTH DARK CH                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,24000,0,01-FOOD                                                                                             ,001-CONFECTIONARY                                                                                   ,02-001-CHOCOLATE                                                                                                                                                                                        ,05-02-001-BAR                                                                                                                                                                                           ,        ,        
084,101002078555                  ,SACRED CACAO COFFEE TOFFEE HON                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,93500,0,01-FOOD                                                                                             ,001-CONFECTIONARY                                                                                   ,02-001-CHOCOLATE                                                                                                                                                                                        ,01-02-001-CHOCOLATE CANDY                                                                                                                                                                               ,        ,        
084,101002084069                  ,PEPITO JUNGLEGOLD CHOCOLATE MI                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,155000,150000,01-FOOD                                                                                             ,001-CONFECTIONARY                                                                                   ,02-001-CHOCOLATE                                                                                                                                                                                        ,04-02-001-CHOCOLATE GIFT PARCE                                                                                                                                                                          ,16 Aug  ,31 Aug  
084,101003005033                  ,FRENCH FRIES PREMIUM 68GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,10500,17000,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,02-002-SNACKS                                                                                                                                                                                           ,01-02-002-CHIPS                                                                                                                                                                                         ,16 Aug  ,31 Aug  
084,101003005141                  ,LOACKER NAPOLINE 45GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,25500,19900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,01-002-BISCUITS                                                                                                                                                                                         ,04-01-002-WAFERS                                                                                                                                                                                        ,16 Aug  ,31 Aug  
084,101003005145                  ,SELAMAT WAFER CHOCOLATE 145GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,18500,15900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,01-002-BISCUITS                                                                                                                                                                                         ,04-01-002-WAFERS                                                                                                                                                                                        ,16 Aug  ,31 Aug  
084,101003005159                  ,LOACKER VANILA WAFFER  250GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,126500,103900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,01-002-BISCUITS                                                                                                                                                                                         ,04-01-002-WAFERS                                                                                                                                                                                        ,16 Aug  ,31 Aug  
084,101003007910                  ,LOACKER WFR QUADRA KAKAO 250GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,128500,105900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,01-002-BISCUITS                                                                                                                                                                                         ,04-01-002-WAFERS                                                                                                                                                                                        ,16 Aug  ,31 Aug  
084,101003007911                  ,LOACKER WFR QUADRA NAPOL 250GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,128500,105900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,01-002-BISCUITS                                                                                                                                                                                         ,04-01-002-WAFERS                                                                                                                                                                                        ,16 Aug  ,31 Aug  
084,101003007913                  ,LOACKER CREAM CACAO 45GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,25500,19900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,01-002-BISCUITS                                                                                                                                                                                         ,04-01-002-WAFERS                                                                                                                                                                                        ,16 Aug  ,31 Aug  
084,101003007918                  ,LOACKER MILK 45GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,25500,19900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,01-002-BISCUITS                                                                                                                                                                                         ,04-01-002-WAFERS                                                                                                                                                                                        ,16 Aug  ,31 Aug  
084,101003007919                  ,LOACKER VANILA 45GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,25500,19900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,01-002-BISCUITS                                                                                                                                                                                         ,04-01-002-WAFERS                                                                                                                                                                                        ,16 Aug  ,31 Aug  
084,101003008212                  ,POCKY CHOCO STICK 50GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,11000,0,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,01-002-BISCUITS                                                                                                                                                                                         ,07-01-002-STICK                                                                                                                                                                                         ,16 Aug  ,31 Aug  
084,101003031287                  ,DIGESTVE BISC CHOC OAT 250GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,30500,0,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,01-002-BISCUITS                                                                                                                                                                                         ,03-01-002-COOKIES                                                                                                                                                                                       ,        ,        
084,101003032443                  ,MOTTO COCOA 34GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,15500,13900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,01-002-BISCUITS                                                                                                                                                                                         ,04-01-002-WAFERS                                                                                                                                                                                        ,16 Aug  ,31 Aug  
084,101003032887                  ,OREO CHOCO VANI WAFER 140.4GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,12500,0,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,01-002-BISCUITS                                                                                                                                                                                         ,04-01-002-WAFERS                                                                                                                                                                                        ,        ,        
084,101003036607                  ,MIAOW MIAOW CUTTLEFISH CRACKER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,16500,12900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,02-002-SNACKS                                                                                                                                                                                           ,10-02-002-CRACKERS                                                                                                                                                                                      ,16 Aug  ,31 Aug  
084,101003039077                  ,KATA OMA KEJU 68GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,19500,0,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,02-002-SNACKS                                                                                                                                                                                           ,04-02-002-TRAD SNACKS                                                                                                                                                                                   ,        ,        
084,101003039081                  ,KATA OMA GULA  AREN 68GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,19500,0,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,02-002-SNACKS                                                                                                                                                                                           ,04-02-002-TRAD SNACKS                                                                                                                                                                                   ,        ,        
084,101003039083                  ,KATA OMA BALADO 68GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,19500,0,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,02-002-SNACKS                                                                                                                                                                                           ,04-02-002-TRAD SNACKS                                                                                                                                                                                   ,        ,        
084,101003041658                  ,CHITATO LITE SOUR CREAM ONION                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,13000,10900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,02-002-SNACKS                                                                                                                                                                                           ,01-02-002-CHIPS                                                                                                                                                                                         ,16 Aug  ,31 Aug  
084,101003041660                  ,CHITATO LITE NORI SEAWEED 68GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,11000,8000,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,02-002-SNACKS                                                                                                                                                                                           ,01-02-002-CHIPS                                                                                                                                                                                         ,16 Aug  ,31 Aug  
084,101003062044                  ,VALLEDORO GRISSINI SATELLI 100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,46500,0,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,01-002-BISCUITS                                                                                                                                                                                         ,01-01-002-CRACKERS                                                                                                                                                                                      ,        ,        
084,101003066860                  ,POCKY CRUSHED NUTS ALMOND MILK                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,15000,0,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,01-002-BISCUITS                                                                                                                                                                                         ,07-01-002-STICK                                                                                                                                                                                         ,16 Aug  ,31 Aug  
084,101003067355                  ,LOACKER WAFER PEANUT 45GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,25500,19900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,01-002-BISCUITS                                                                                                                                                                                         ,04-01-002-WAFERS                                                                                                                                                                                        ,16 Aug  ,31 Aug  
084,101003069991                  ,MERUBALI COCONUT CHIPS CHOCOLA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,24500,0,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,02-002-SNACKS                                                                                                                                                                                           ,01-02-002-CHIPS                                                                                                                                                                                         ,        ,        
084,101003072746                  ,MISTER POTATO BBQ 106GR/85 GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,21500,18900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,02-002-SNACKS                                                                                                                                                                                           ,01-02-002-CHIPS                                                                                                                                                                                         ,16 Aug  ,31 Aug  
084,101003072747                  ,MISTER POTATO ORIGINAL 106GR/8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,20500,17900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,02-002-SNACKS                                                                                                                                                                                           ,01-02-002-CHIPS                                                                                                                                                                                         ,16 Aug  ,31 Aug  
084,101003076076                  ,TONG GARDEN NUTRIONE BAKED CAS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,52500,46900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,02-002-SNACKS                                                                                                                                                                                           ,08-02-002-NUTS                                                                                                                                                                                          ,16 Aug  ,31 Aug  
084,101003076077                  ,TONG GARDEN NUTRIONE BAKED MAC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,83000,77900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,02-002-SNACKS                                                                                                                                                                                           ,08-02-002-NUTS                                                                                                                                                                                          ,16 Aug  ,31 Aug  
084,101003076078                  ,TONG GARDEN NUTRIONE BAKED PIS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,52500,46900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,02-002-SNACKS                                                                                                                                                                                           ,08-02-002-NUTS                                                                                                                                                                                          ,16 Aug  ,31 Aug  
084,101003080666                  ,ONE THIRD CUP SAY CHEESE GLUTE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,41500,36500,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,01-002-BISCUITS                                                                                                                                                                                         ,03-01-002-COOKIES                                                                                                                                                                                       ,16 Aug  ,31 Aug  
084,101003080696                  ,TONG GARDEN NUTRIONE BAKED COC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,52500,46900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,02-002-SNACKS                                                                                                                                                                                           ,08-02-002-NUTS                                                                                                                                                                                          ,16 Aug  ,31 Aug  
